latitude,longitude,permit_count,unique_job_types,unique_work_types,residential_any,temperature,rainfall,wind_speed,is_repeat_site,day_incident_pct,borough_Brooklyn,borough_Manhattan,borough_Queens,borough_Staten Island,check2 description_Material Failure (Fell),check2 description_Mechanical Construction Equipment,check2 description_Other Construction Related,check2 description_Scaffold/Shoring Installations,check2 description_Struck By,check2 description_Worker Fell,record type description_Incident,record type description_Not DOB Jurisdiction,record type description_Notification,fatality
-0.07989056429259943,1.2672549931330315,-0.268618927501306,0.9502718328693395,0.527554027170333,0,-0.7493122817246318,0.6248900003774791,0.31861588400629093,1,1.0397003494954264,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.8308986324679715,0.8090581520072824,0.030176563965051556,0.11240693178471844,0.24424120793734266,0,-0.7003177429516798,0.9674719285131448,-0.7862867503789388,1,-0.5121355593994288,1,0,0,0,1,0,1,0,0,1,0,0,0,0
-1.2954716542534088,1.0810743015565862,-0.32281613111880375,-0.9326333803745137,0.3662454951246121,0,-0.12467963181177412,0.2977516771488675,-0.4440142756063932,1,0.3944302544797681,0,1,1,0,0,0,0,0,0,0,0,0,0,0
-1.540483031468425,-0.6396446484715099,0.9103912209352203,0.14521313203973402,-0.5066319001594504,1,0.44467185972425477,-0.40671471256979846,1.2122746466837409,1,-0.06997702432803077,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.5870249178327636,-1.2924726853916764,0.16864055405981437,0.6393177891090683,-0.6819320544037077,0,0.9683623601602808,-1.0037137736914623,0.12353589822190089,0,-1.0244630703767827,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.11677263287667781,1.5771000431961189,0.3306970307588261,-0.5475486464639687,-0.14698147830865393,0,-0.6775938957900737,0.18070428530573918,-1.5082948199650772,0,0.30829291445192686,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.5828970717458505,-0.21348529885829717,0.28286035034574114,-0.23495681369708377,-0.25649610634091324,0,1.523581360722638,-1.320707528870377,0.971197425607065,1,-1.3232741490319504,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1497788822788733,-0.1429551916586782,0.6221136278735985,-0.13725309570154628,-0.4423204868998283,1,-0.1674829853392823,-3.7177281204219366,-0.6983116106885752,0,1.2452129091547695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.5185599067211006,1.4071336090161366,-0.037301926768914626,-0.6626045284652495,0.3124279627788599,0,0.07197220872146241,0.6349271751442138,1.9746329963183615,1,-0.5479456075807093,1,1,0,0,0,0,0,0,1,1,1,0,0,0
1.946784890306123,0.6493170319307315,-1.0192328376758262,0.2790353075606897,0.48241330078238237,0,-0.6239349750474522,1.2407570679150246,1.1403378792020251,0,0.17459025665852523,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7827804767496598,0.5508137367309399,0.10798668914850335,-0.22637009131212688,-0.0867249603138111,1,-2.2317950913908704,-2.993884698368896,-0.46606333838699937,0,0.263720078601572,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.3992235624324399,2.228605878851503,-0.5903595393097452,0.12874127047887424,0.8252656840306363,1,0.9400414656248127,-1.2398114280574264,1.351704950434573,1,-0.32469586785195603,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2.282677533072968,-0.5284437813227298,-0.5088072016306198,-0.7300116611479518,-0.8943106721228404,0,0.7989112413675882,0.8716132868789321,0.07577107861805862,0,0.5929920138232054,0,1,0,0,0,0,0,1,0,0,0,0,0,0
-0.5186606681433564,1.0141167633063866,0.23201995745976073,-0.4343264038106809,-0.27190786505215375,1,-0.17726608276982336,2.736047694769128,0.9013035476336656,1,-0.5591089010662155,1,0,0,0,0,0,0,0,0,1,1,0,0,1
0.8478398210672395,0.15924914569635648,0.6651748448349937,0.3277217551229628,-0.6153760590854312,0,0.15668592461580888,0.09599481943924934,0.514219018614006,1,0.9018585673368893,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3988966473965062,0.36695075190017645,-0.14344468354689655,-0.3918658146381744,-1.3701893729819778,0,0.5871176992063453,-0.8746248278876874,-0.8857454975641206,0,-1.5044460211775699,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1.4152463935851305,1.6037375267716876,0.047619898555560924,0.9877614720067828,-0.19904780233279146,0,-1.4056409761450785,-0.16803635733256259,-0.672444768129202,1,0.0934350186782541,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.6786185511947793,0.601809685796795,0.9734253208116643,-0.40947618190434615,-0.22469605066352766,0,-0.4147738659489782,1.8512100514838543,1.0876589484765784,1,2.060508157910978,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.12790170579457474,0.631711771347965,0.00238558254301921,0.0007206912125693188,0.84884775075152,1,0.8539637235478863,-0.7682829599618659,-0.3476932372995315,1,-1.1293304029866922,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6684118241841633,1.1561326999359522,1.5710593860781283,0.4658354517540917,0.26937599842626525,0,-1.1100984726012366,-0.9669028925313625,-0.42013009576418275,0,-0.7792428713782604,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0.5618043663978037,-0.25498346695678575,0.21816367637011108,-1.0788109218655504,-0.817167774074246,0,0.3739084530067426,-0.5567099291399835,-1.000139336476959,1,0.5140009037380492,1,0,0,0,1,0,1,0,0,0,0,0,0,0
-0.5916595509012964,-0.7205488399486281,-1.327482608026246,-1.3038059167287859,1.0724874314466126,1,-1.208171840101974,-1.1667008137857444,0.4499220010924699,1,0.15117282276187613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.1367608036804264,-0.9223804057059506,0.3429649654982386,-1.1493039332338393,0.6568700335992983,1,0.539650455249888,0.22805128334368954,2.173651387830974,0,0.3368033754610691,1,0,0,1,0,0,1,0,0,1,0,0,0,0
0.2338824301535709,-1.8270388780560953,0.09567508018777338,0.6826505634645652,0.23739417336796415,0,0.05828675472576161,2.17501327317612,-1.118366159988979,0,0.4871726899472303,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.27493374215488264,2.121804521198599,0.6993728706474214,-0.5094904069429258,-0.29345797976103727,1,-1.4560580454412626,0.4878292505217567,0.029877148649806784,1,0.6451141423835944,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0.2826950351888004,-0.979709313284137,0.2897040391462604,1.5339071637838746,-0.7746595254445408,0,1.2091582983376676,-0.25806932979795777,1.4896980901525538,1,1.160585439310933,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-1.2703532459590343,-0.11391789146007464,-0.249572542964493,-0.5176306352954975,-0.38912819734545645,1,-0.6118353844616076,-0.30921603797477143,-0.0793578086790912,1,0.4010378844127426,0,1,1,0,0,0,0,0,0,0,1,0,0,1
-0.8896337362321238,-0.1684593422221535,-0.9710392290081342,-0.025648126713849723,0.5700219037933258,1,-0.6843756386226059,-1.9572281682725692,0.4801835295554472,1,-0.3055440770213518,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1.312513897149844,0.4050538306193998,-0.2964595900511291,0.8663071208300691,1.0925072578604937,1,0.2847550063361963,1.213762801520217,-1.1129608447678043,1,0.686193358920529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.5705497323734062,0.9040683243098167,-0.7226898788318494,1.1711573122845929,0.8684080412350794,0,1.193720414946887,-0.031854435847964435,0.45487364208891706,0,2.0181322479058568,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9659748292085376,0.9479847318069838,-0.5432956403079101,1.2075637352264175,-0.4657067197003315,0,-0.8814663824068036,-0.16490395938842897,-0.1924232425083813,0,-0.18765974798220356,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.6395483121911675,-0.4691106697940536,0.23349126278457227,0.6470278548564303,-0.8798201168495456,0,0.15159410213012503,4.208072730942505,1.0411394751635645,1,-1.1013287055953886,0,0,0,0,0,0,0,0,0,1,0,0,0,0
